level,itl,name,year,GVA per Hour,Change in GVA per hour
ITL2,TLL2,East Wales,2010,26.1,93.3
ITL3,TLL21,Monmouthshire and Newport,2010,25,89.5
ITL3,TLL22,Cardiff and Vale of Glamorgan,2010,28.1,95.3
ITL3,TLL23,Flintshire and Wrexham,2010,27.4,94
ITL3,TLL24,Powys,2010,17.6,97.4
ITL1,TLM,Scotland,2010,28.7,92.9
ITL2,TLM5,North Eastern Scotland,2010,33.2,100.5
ITL3,TLM50,Aberdeen City and Aberdeenshire,2010,33.2,100.8
ITL2,TLM6,Highlands and Islands,2010,27.2,91.7
ITL3,TLM61,"Caithness and Sutherland, and Ross and Cromarty",2010,25.2,87.4
ITL3,TLM62,"Inverness and Nairn, Moray, Badenoch and Strathspey",2010,27.6,90
ITL3,TLM63,"Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute",2010,27.1,98.8
ITL3,TLM64,Na h-Eileanan Siar,2010,27.1,107.7
ITL3,TLM65,Orkney Islands,2010,30.1,102.2
ITL3,TLM66,Shetland Islands,2010,28.6,79.8
ITL2,TLM7,Eastern Scotland,2010,30,91
ITL3,TLM71,Angus and Dundee City,2010,24.8,85.8
ITL3,TLM72,Clackmannanshire and Fife,2010,27.7,88.7
ITL3,TLM73,East Lothian and Midlothian,2010,24.4,86.2
ITL3,TLM75,City of Edinburgh,2010,34,92.2
ITL3,TLM76,Falkirk,2010,32.8,110.3
ITL3,TLM77,"Perth and Kinross, and Stirling",2010,29.2,95.3
ITL3,TLM78,West Lothian,2010,27.9,85.5
ITL2,TLM8,West Central Scotland,2010,26.6,90.1
ITL3,TLM81,"East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond",2010,26.6,89.4
ITL3,TLM82,Glasgow City,2010,26.5,96.7
ITL3,TLM83,"Inverclyde, East Renfrewshire, and Renfrewshire",2010,25.9,83
ITL3,TLM84,North Lanarkshire,2010,28,78.9
ITL2,TLM9,Southern Scotland,2010,27,100
ITL3,TLM91,Scottish Borders,2010,24.2,98.7
ITL3,TLM92,Dumfries and Galloway,2010,26.4,93.3
ITL3,TLM93,East Ayrshire and North Ayrshire mainland,2010,26.9,103.5
ITL3,TLM94,South Ayrshire,2010,27,102.6
ITL3,TLM95,South Lanarkshire,2010,28.5,103.1
ITL1,TLN,Northern Ireland,2010,23.9,92.5
ITL2,TLN0,Northern Ireland,2010,23.9,92.5
ITL3,TLN06,Belfast,2010,23.8,86
ITL3,TLN07,"Armagh City, Banbridge and Craigavon",2010,20.4,89.4
ITL3,TLN08,"Newry, Mourne and Down",2010,25.4,93.4
ITL3,TLN09,Ards and North Down,2010,24.8,90.7
ITL3,TLN0A,Derry City and Strabane,2010,19.7,70.9
ITL3,TLN0B,Mid Ulster,2010,29.1,107.7
ITL3,TLN0C,Causeway Coast and Glens,2010,28,107
ITL3,TLN0D,Antrim and Newtownabbey,2010,27.4,89.1
ITL3,TLN0E,Lisburn and Castlereagh,2010,26,100.9
ITL3,TLN0F,Mid and East Antrim,2010,29.1,140.6
ITL3,TLN0G,Fermanagh and Omagh,2010,28,95.9
UK,UKX,United Kingdom less Extra-Regio,2011,30.2,95.7
Other,TLB,England,2011,30.7,96.3
ITL1,TLC,North East,2011,26.6,93.4
ITL2,TLC1,Tees Valley and Durham,2011,27.1,96.5
ITL3,TLC11,Hartlepool and Stockton-on-Tees,2011,29.9,96.4
ITL3,TLC12,South Teesside,2011,24.5,99.5
ITL3,TLC13,Darlington,2011,26.2,70.4
ITL3,TLC14,Durham CC,2011,27.3,108.3
ITL2,TLC2,"Northumberland, and Tyne and Wear",2011,26.2,91.3
ITL3,TLC21,Northumberland,2011,23.8,98.7
ITL3,TLC22,Tyneside,2011,26,89.7
ITL3,TLC23,Sunderland,2011,29.1,86.4
ITL1,TLD,North West,2011,27.8,97.9
ITL2,TLD1,Cumbria,2011,25.5,96.6
ITL3,TLD11,West Cumbria,2011,25.6,95.4
ITL3,TLD12,East Cumbria,2011,25.5,101.3
ITL2,TLD3,Greater Manchester,2011,27.6,95.6
ITL3,TLD33,Manchester,2011,31.1,100.8
ITL3,TLD34,Greater Manchester South West,2011,30,89.1
ITL3,TLD35,Greater Manchester South East,2011,25.9,98
ITL3,TLD36,Greater Manchester North West,2011,24.5,102
ITL3,TLD37,Greater Manchester North East,2011,24.1,96.5
ITL2,TLD4,Lancashire,2011,25.1,92.6
ITL3,TLD41,Blackburn with Darwen,2011,22.7,90
ITL3,TLD42,Blackpool,2011,21.3,92.7
ITL3,TLD44,Lancaster and Wyre,2011,22.9,76.3
ITL3,TLD45,Mid Lancashire,2011,28.7,96.2
ITL3,TLD46,East Lancashire,2011,25.1,97.8
ITL3,TLD47,Chorley and West Lancashire,2011,23.1,91.2
ITL2,TLD6,Cheshire,2011,32.8,102.8
ITL3,TLD61,Warrington,2011,27.8,86.6
ITL3,TLD62,Cheshire East,2011,35,106.5
ITL3,TLD63,Cheshire West and Chester,2011,34.1,109.3
ITL2,TLD7,Merseyside,2011,28.3,106.1
ITL3,TLD71,East Merseyside,2011,29.2,103.5
ITL3,TLD72,Liverpool,2011,29.9,114.2
ITL3,TLD73,Sefton,2011,24.3,99
ITL3,TLD74,Wirral,2011,26.5,102.3
ITL1,TLE,Yorkshire and The Humber,2011,26.1,95.2
ITL2,TLE1,East Yorkshire and Northern Lincolnshire,2011,26.1,88
ITL3,TLE11,"Kingston upon Hull, City of",2011,25.8,95.9
ITL3,TLE12,East Riding of Yorkshire,2011,26.4,90.2
ITL3,TLE13,North and North East Lincolnshire,2011,26.1,84.7
ITL2,TLE2,North Yorkshire,2011,26.5,97
ITL3,TLE21,York,2011,30.3,94.5
ITL3,TLE22,North Yorkshire CC,2011,25.1,94.8
ITL2,TLE3,South Yorkshire,2011,25,96.2
ITL3,TLE31,"Barnsley, Doncaster and Rotherham",2011,22.7,93.5
ITL3,TLE32,Sheffield,2011,27.7,94.8
ITL2,TLE4,West Yorkshire,2011,26.5,96.9
ITL3,TLE41,Bradford,2011,24.5,100.2
ITL3,TLE42,Leeds,2011,31.1,103.7
ITL3,TLE44,Calderdale and Kirklees,2011,21.8,88
ITL3,TLE45,Wakefield,2011,24.2,91.1
ITL1,TLF,East Midlands,2011,25.9,96.5
ITL2,TLF1,Derbyshire and Nottinghamshire,2011,26.3,100.4
ITL3,TLF11,Derby,2011,32.8,124.4
ITL3,TLF12,East Derbyshire,2011,24.2,87.6
ITL3,TLF13,South and West Derbyshire,2011,24.6,92.5
ITL3,TLF14,Nottingham,2011,25.4,95.8
ITL3,TLF15,North Nottinghamshire,2011,24.8,106.8
ITL3,TLF16,South Nottinghamshire,2011,28.7,89
ITL2,TLF2,"Leicestershire, Rutland and Northamptonshire",2011,26.1,95.8
ITL3,TLF21,Leicester,2011,25,88.4
ITL3,TLF22,Leicestershire CC and Rutland,2011,28.4,99.4
ITL3,TLF24,West Northamptonshire,2011,25.8,98.8
ITL3,TLF25,North Northamptonshire,2011,23.3,101.7
ITL2,TLF3,Lincolnshire,2011,24,87.2
ITL3,TLF30,Lincolnshire CC,2011,24,87.1
ITL1,TLG,West Midlands,2011,26.1,96.9
ITL2,TLG1,"Herefordshire, Worcestershire and Warwickshire",2011,26.4,90.7
ITL3,TLG11,"Herefordshire, County of",2011,20.5,96.9
ITL3,TLG12,Worcestershire CC,2011,26.3,95.2
ITL3,TLG13,Warwickshire CC,2011,28.4,89.6
ITL2,TLG2,Shropshire and Staffordshire,2011,25.2,102.9
ITL3,TLG21,Telford and Wrekin,2011,26.4,102.4
ITL3,TLG22,Shropshire CC,2011,24,108.3
ITL3,TLG23,Stoke-on-Trent,2011,24.1,92.4
ITL3,TLG24,Staffordshire CC,2011,25.7,104.9
ITL2,TLG3,West Midlands,2011,26.6,97.3
ITL3,TLG31,Birmingham,2011,26.8,95.9
ITL3,TLG32,Solihull,2011,36.1,107.4
ITL3,TLG33,Coventry,2011,30.9,101
ITL3,TLG36,Dudley,2011,23.3,107.4
ITL3,TLG37,Sandwell,2011,24,99.3
ITL3,TLG38,Walsall,2011,23.3,109.3
ITL3,TLG39,Wolverhampton,2011,21,84.1
ITL1,TLH,East,2011,28.5,96
ITL2,TLH1,East Anglia,2011,27.8,95.9
ITL3,TLH11,Peterborough,2011,30.8,113.9
ITL3,TLH12,Cambridgeshire CC,2011,30,100.1
ITL3,TLH14,Suffolk CC,2011,27.8,88.7
ITL3,TLH15,Norwich and East Norfolk,2011,25.1,85.8
ITL3,TLH16,North and West Norfolk,2011,25.3,104.2
ITL3,TLH17,Breckland and South Norfolk,2011,25.9,99.7
ITL2,TLH2,Bedfordshire and Hertfordshire,2011,29.9,95.8
ITL3,TLH21,Luton,2011,29.7,92.9
ITL3,TLH23,Hertfordshire CC,2011,30.9,98.5
ITL3,TLH24,Bedford,2011,26.7,90.4
ITL3,TLH25,Central Bedfordshire,2011,26.7,89.1
ITL2,TLH3,Essex,2011,28,96.7
ITL3,TLH31,Southend-on-Sea,2011,23.2,110.7
ITL3,TLH32,Thurrock,2011,29.8,91.8
ITL3,TLH34,Essex Haven Gateway,2011,25.5,89.4
ITL3,TLH35,West Essex,2011,30.9,112
ITL3,TLH36,Heart of Essex,2011,29,89.9
ITL3,TLH37,Essex Thames Gateway,2011,29.1,97
ITL1,TLI,London,2011,41,99.3
ITL2,TLI3,Inner London - West,2011,45.2,96.8
ITL3,TLI31,Camden and City of London,2011,54.4,103.7
ITL3,TLI32,Westminster,2011,43,93.1
ITL3,TLI33,Kensington & Chelsea and Hammersmith & Fulham,2011,31.1,83.8
ITL3,TLI34,Wandsworth,2011,28.5,109
ITL2,TLI4,Inner London - East,2011,41.9,105.7
ITL3,TLI41,Hackney and Newham,2011,29.8,85.7
ITL3,TLI42,Tower Hamlets,2011,64.1,122.6
ITL3,TLI43,Haringey and Islington,2011,40.3,96.2
ITL3,TLI44,Lewisham and Southwark,2011,33.4,104.2
ITL3,TLI45,Lambeth,2011,39.5,113.1
ITL2,TLI5,Outer London - East and North East,2011,35.8,105.5
ITL3,TLI51,Bexley and Greenwich,2011,40.2,106.2
ITL3,TLI52,Barking & Dagenham and Havering,2011,35.9,103.2
ITL3,TLI53,Redbridge and Waltham Forest,2011,32.5,111.2
ITL3,TLI54,Enfield,2011,34.3,101.3
ITL2,TLI6,Outer London - South,2011,35.6,104
ITL3,TLI61,Bromley,2011,37.6,111.3
ITL3,TLI62,Croydon,2011,36.8,84.4
ITL3,TLI63,"Merton, Kingston upon Thames and Sutton",2011,34.1,114.1
ITL2,TLI7,Outer London - West and North West,2011,36.2,94.1
ITL3,TLI71,Barnet,2011,30.5,94.5
ITL3,TLI72,Brent,2011,33.2,105.6
ITL3,TLI73,Ealing,2011,31.5,86.4
ITL3,TLI74,Harrow and Hillingdon,2011,34.6,95
ITL3,TLI75,Hounslow and Richmond upon Thames,2011,45.9,95.5
ITL1,TLJ,South East,2011,32.9,95
ITL2,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2011,36.2,94.5
ITL3,TLJ11,Berkshire,2011,41.3,82.1
ITL3,TLJ12,Milton Keynes,2011,34.8,99
ITL3,TLJ13,Buckinghamshire CC,2011,33.8,111.5
ITL3,TLJ14,Oxfordshire CC,2011,30.9,103.7
ITL2,TLJ2,"Surrey, East and West Sussex",2011,32.1,97.5
ITL3,TLJ21,Brighton and Hove,2011,28.4,87.1
ITL3,TLJ22,East Sussex CC,2011,22.1,103.8
ITL3,TLJ25,West Surrey,2011,36,91.2
ITL3,TLJ26,East Surrey,2011,43.4,115.4
ITL3,TLJ27,West Sussex (South West),2011,27.7,93.4
ITL3,TLJ28,West Sussex (North East),2011,29.8,99.3
ITL2,TLJ3,Hampshire and Isle of Wight,2011,32.9,90.7
ITL3,TLJ31,Portsmouth,2011,28.8,89.6
ITL3,TLJ32,Southampton,2011,36.5,100.6
ITL3,TLJ34,Isle of Wight,2011,25.1,100.1
ITL3,TLJ35,South Hampshire,2011,30.5,95
ITL3,TLJ36,Central Hampshire,2011,30,84.3
ITL3,TLJ37,North Hampshire,2011,41.8,79.4
ITL2,TLJ4,Kent,2011,28.5,97.3
ITL3,TLJ41,Medway,2011,29.4,91.5
ITL3,TLJ43,Kent Thames Gateway,2011,27.3,91.5
ITL3,TLJ44,East Kent,2011,27.1,111.3
ITL3,TLJ45,Mid Kent,2011,25.1,96.3
ITL3,TLJ46,West Kent,2011,33.6,93.5
ITL1,TLK,South West,2011,27.5,96.2
ITL2,TLK1,"Gloucestershire, Wiltshire and Bath/Bristol Area",2011,30.7,97.7
ITL3,TLK11,"Bristol, City of",2011,27.9,100.8
ITL3,TLK12,"Bath and North East Somerset, North Somerset and South Gloucestershire",2011,30.9,90.4
ITL3,TLK13,Gloucestershire CC,2011,29.4,96.3
ITL3,TLK14,Swindon,2011,40.3,88.5
ITL3,TLK15,Wiltshire,2011,30.1,110.4
ITL2,TLK2,Dorset and Somerset,2011,25.4,96.7
ITL3,TLK23,Somerset CC,2011,24.2,94.6
ITL3,TLK24,"Bournemouth, Christchurch and Poole",2011,27.8,102.9
ITL3,TLK25,Dorset,2011,24.6,95.5
ITL2,TLK3,Cornwall and Isles of Scilly,2011,22,89.9
ITL3,TLK30,Cornwall and Isles of Scilly,2011,22,90.2
ITL2,TLK4,Devon,2011,25.3,95.5
ITL3,TLK41,Plymouth,2011,27.1,103.4
ITL3,TLK42,Torbay,2011,22.3,111.5
ITL3,TLK43,Devon CC,2011,25.2,93.1
ITL1,TLL,Wales,2011,25.2,92
ITL2,TLL1,West Wales and The Valleys,2011,24,91.4
ITL3,TLL11,Isle of Anglesey,2011,22.9,99.8
ITL3,TLL12,Gwynedd,2011,21.7,90.9
ITL3,TLL13,Conwy and Denbighshire,2011,21,96.8
ITL3,TLL14,South West Wales,2011,21.4,87.9
ITL3,TLL15,Central Valleys,2011,27.4,91
ITL3,TLL16,Gwent Valleys,2011,24.2,92.2
ITL3,TLL17,Bridgend and Neath Port Talbot,2011,26.1,90.1
ITL3,TLL18,Swansea,2011,26.4,87.9
ITL2,TLL2,East Wales,2011,26.8,93
ITL3,TLL21,Monmouthshire and Newport,2011,25.8,91.6
ITL3,TLL22,Cardiff and Vale of Glamorgan,2011,28.8,92.3
ITL3,TLL23,Flintshire and Wrexham,2011,28.6,95.5
ITL3,TLL24,Powys,2011,17.8,99.7
ITL1,TLM,Scotland,2011,29.4,92.7
ITL2,TLM5,North Eastern Scotland,2011,33.9,99.6
ITL3,TLM50,Aberdeen City and Aberdeenshire,2011,33.9,99.7
ITL2,TLM6,Highlands and Islands,2011,28.2,94.9
ITL3,TLM61,"Caithness and Sutherland, and Ross and Cromarty",2011,26.5,87.1
ITL3,TLM62,"Inverness and Nairn, Moray, Badenoch and Strathspey",2011,28.6,90.8
ITL3,TLM63,"Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute",2011,27.9,104.7
ITL3,TLM64,Na h-Eileanan Siar,2011,27.4,95.6
ITL3,TLM65,Orkney Islands,2011,31,114.6
ITL3,TLM66,Shetland Islands,2011,29.9,94.1
ITL2,TLM7,Eastern Scotland,2011,30.6,89.9
ITL3,TLM71,Angus and Dundee City,2011,25.9,89
ITL3,TLM72,Clackmannanshire and Fife,2011,28.1,85.5
ITL3,TLM73,East Lothian and Midlothian,2011,24.9,84.1
ITL3,TLM75,City of Edinburgh,2011,34.4,87.9
ITL3,TLM76,Falkirk,2011,32.2,97.3
ITL3,TLM77,"Perth and Kinross, and Stirling",2011,30.4,103.3
ITL3,TLM78,West Lothian,2011,28.9,93.1
ITL2,TLM8,West Central Scotland,2011,27.4,92
ITL3,TLM81,"East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond",2011,27.3,94
ITL3,TLM82,Glasgow City,2011,27.2,96.7
ITL3,TLM83,"Inverclyde, East Renfrewshire, and Renfrewshire",2011,26.8,83.9
ITL3,TLM84,North Lanarkshire,2011,28.7,84.3
ITL2,TLM9,Southern Scotland,2011,27.4,96.2
ITL3,TLM91,Scottish Borders,2011,24.5,93
ITL3,TLM92,Dumfries and Galloway,2011,26.9,92.3
ITL3,TLM93,East Ayrshire and North Ayrshire mainland,2011,27.1,100.6
ITL3,TLM94,South Ayrshire,2011,27.6,98.8
ITL3,TLM95,South Lanarkshire,2011,28.8,96.3
ITL1,TLN,Northern Ireland,2011,24.5,95.8
ITL2,TLN0,Northern Ireland,2011,24.5,95.8
ITL3,TLN06,Belfast,2011,24.1,86.2
ITL3,TLN07,"Armagh City, Banbridge and Craigavon",2011,20.9,87.7
ITL3,TLN08,"Newry, Mourne and Down",2011,26.3,105.9
ITL3,TLN09,Ards and North Down,2011,25.1,100.7
ITL3,TLN0A,Derry City and Strabane,2011,19.6,67.2
ITL3,TLN0B,Mid Ulster,2011,29.4,111.3
ITL3,TLN0C,Causeway Coast and Glens,2011,28.8,112.7
ITL3,TLN0D,Antrim and Newtownabbey,2011,28.5,101.9
ITL3,TLN0E,Lisburn and Castlereagh,2011,27.3,100.8
ITL3,TLN0F,Mid and East Antrim,2011,29.1,144.2
ITL3,TLN0G,Fermanagh and Omagh,2011,29.4,107.5
UK,UKX,United Kingdom less Extra-Regio,2012,30.7,95.8
Other,TLB,England,2012,31.2,96.1
ITL1,TLC,North East,2012,27.1,95.3
ITL2,TLC1,Tees Valley and Durham,2012,27.4,98.3
ITL3,TLC11,Hartlepool and Stockton-on-Tees,2012,30.7,105.5
ITL3,TLC12,South Teesside,2012,24.6,95.9
ITL3,TLC13,Darlington,2012,26.9,67.8
ITL3,TLC14,Durham CC,2012,27.3,108.2
ITL2,TLC2,"Northumberland, and Tyne and Wear",2012,26.9,93.2
ITL3,TLC21,Northumberland,2012,24.7,104
ITL3,TLC22,Tyneside,2012,26.6,91.8
ITL3,TLC23,Sunderland,2012,29.9,84.1
ITL1,TLD,North West,2012,28.2,98.3
ITL2,TLD1,Cumbria,2012,26.1,95.4
ITL3,TLD11,West Cumbria,2012,26.7,101.6
ITL3,TLD12,East Cumbria,2012,25.6,93
ITL2,TLD3,Greater Manchester,2012,28,97.1
ITL3,TLD33,Manchester,2012,31.1,102
ITL3,TLD34,Greater Manchester South West,2012,30.7,91.5
ITL3,TLD35,Greater Manchester South East,2012,26.4,101.4
ITL3,TLD36,Greater Manchester North West,2012,25.1,103.3
ITL3,TLD37,Greater Manchester North East,2012,24.4,94.9
ITL2,TLD4,Lancashire,2012,25.6,95.7
ITL3,TLD41,Blackburn with Darwen,2012,22.8,90.2
ITL3,TLD42,Blackpool,2012,21.6,89.6
ITL3,TLD44,Lancaster and Wyre,2012,23.7,86.2
ITL3,TLD45,Mid Lancashire,2012,29.3,100.4
ITL3,TLD46,East Lancashire,2012,25.8,102.3
ITL3,TLD47,Chorley and West Lancashire,2012,23.3,87.6
ITL2,TLD6,Cheshire,2012,33.3,103.2
ITL3,TLD61,Warrington,2012,28.1,91
ITL3,TLD62,Cheshire East,2012,35.8,106.7
ITL3,TLD63,Cheshire West and Chester,2012,34.5,107
ITL2,TLD7,Merseyside,2012,28.2,101.4
ITL3,TLD71,East Merseyside,2012,29.1,94.3
ITL3,TLD72,Liverpool,2012,29.9,110.1
ITL3,TLD73,Sefton,2012,24.1,96.3
ITL3,TLD74,Wirral,2012,26.7,102.2
ITL1,TLE,Yorkshire and The Humber,2012,26.4,96
ITL2,TLE1,East Yorkshire and Northern Lincolnshire,2012,26.3,93.5
ITL3,TLE11,"Kingston upon Hull, City of",2012,25.3,96
ITL3,TLE12,East Riding of Yorkshire,2012,26.9,98.3
ITL3,TLE13,North and North East Lincolnshire,2012,26.7,92.6
ITL2,TLE2,North Yorkshire,2012,26.8,94.1
ITL3,TLE21,York,2012,30.7,97.5
ITL3,TLE22,North Yorkshire CC,2012,25.3,90.6
ITL2,TLE3,South Yorkshire,2012,25.5,99.1
ITL3,TLE31,"Barnsley, Doncaster and Rotherham",2012,23.3,95.4
ITL3,TLE32,Sheffield,2012,28.2,98.6
ITL2,TLE4,West Yorkshire,2012,26.8,96.2
ITL3,TLE41,Bradford,2012,25.1,102.8
ITL3,TLE42,Leeds,2012,31.3,100.5
ITL3,TLE44,Calderdale and Kirklees,2012,22.2,88
ITL3,TLE45,Wakefield,2012,24.2,90.2
ITL1,TLF,East Midlands,2012,26.5,97.2
ITL2,TLF1,Derbyshire and Nottinghamshire,2012,26.8,99.9
ITL3,TLF11,Derby,2012,33,122.6
ITL3,TLF12,East Derbyshire,2012,24.5,81.6
ITL3,TLF13,South and West Derbyshire,2012,25.5,90.5
ITL3,TLF14,Nottingham,2012,25.5,92.8
ITL3,TLF15,North Nottinghamshire,2012,25.5,111.7
ITL3,TLF16,South Nottinghamshire,2012,29.8,95.4
ITL2,TLF2,"Leicestershire, Rutland and Northamptonshire",2012,26.7,96.1
ITL3,TLF21,Leicester,2012,25.8,91.7
ITL3,TLF22,Leicestershire CC and Rutland,2012,28.8,99.7
ITL3,TLF24,West Northamptonshire,2012,26.3,92.7
ITL3,TLF25,North Northamptonshire,2012,23.5,108.5
ITL2,TLF3,Lincolnshire,2012,24.9,92.1
ITL3,TLF30,Lincolnshire CC,2012,24.9,92.2
ITL1,TLG,West Midlands,2012,26.7,95.2
ITL2,TLG1,"Herefordshire, Worcestershire and Warwickshire",2012,27.5,92
ITL3,TLG11,"Herefordshire, County of",2012,20.8,88.6
ITL3,TLG12,Worcestershire CC,2012,27.3,93.9
ITL3,TLG13,Warwickshire CC,2012,29.8,96
ITL2,TLG2,Shropshire and Staffordshire,2012,25.3,95.1
ITL3,TLG21,Telford and Wrekin,2012,26.7,96.4
ITL3,TLG22,Shropshire CC,2012,24.2,94.2
ITL3,TLG23,Stoke-on-Trent,2012,24.3,89.1
ITL3,TLG24,Staffordshire CC,2012,25.8,97
ITL2,TLG3,West Midlands,2012,27,97.1
ITL3,TLG31,Birmingham,2012,26.8,95.6
ITL3,TLG32,Solihull,2012,36.8,102.3
ITL3,TLG33,Coventry,2012,30.8,98.3
ITL3,TLG36,Dudley,2012,24.6,114.7
ITL3,TLG37,Sandwell,2012,24.1,90.2
ITL3,TLG38,Walsall,2012,24.7,110.2
ITL3,TLG39,Wolverhampton,2012,21.9,89.2
ITL1,TLH,East,2012,28.8,94.9
ITL2,TLH1,East Anglia,2012,28.3,96
ITL3,TLH11,Peterborough,2012,30.4,98.3
ITL3,TLH12,Cambridgeshire CC,2012,30.9,106.1
ITL3,TLH14,Suffolk CC,2012,28.2,89.4
ITL3,TLH15,Norwich and East Norfolk,2012,25.4,82.6
ITL3,TLH16,North and West Norfolk,2012,25.7,106.9
ITL3,TLH17,Breckland and South Norfolk,2012,26.2,99.1
ITL2,TLH2,Bedfordshire and Hertfordshire,2012,30.1,96.3
ITL3,TLH21,Luton,2012,30.9,104.4
ITL3,TLH23,Hertfordshire CC,2012,30.9,94.7
ITL3,TLH24,Bedford,2012,26.5,95.4
ITL3,TLH25,Central Bedfordshire,2012,27.3,100.8
ITL2,TLH3,Essex,2012,28.2,92.1
ITL3,TLH31,Southend-on-Sea,2012,23.1,106.3
ITL3,TLH32,Thurrock,2012,29.9,93.4
ITL3,TLH34,Essex Haven Gateway,2012,25.4,85.5
ITL3,TLH35,West Essex,2012,30.3,94.8
ITL3,TLH36,Heart of Essex,2012,29.8,86.5
ITL3,TLH37,Essex Thames Gateway,2012,30.1,98.3
ITL1,TLI,London,2012,41.5,98.2
ITL2,TLI3,Inner London - West,2012,45.8,94.4
ITL3,TLI31,Camden and City of London,2012,53.8,101.1
ITL3,TLI32,Westminster,2012,43.7,89.6
ITL3,TLI33,Kensington & Chelsea and Hammersmith & Fulham,2012,33.9,88.5
ITL3,TLI34,Wandsworth,2012,29.7,99.2
ITL2,TLI4,Inner London - East,2012,42,104
ITL3,TLI41,Hackney and Newham,2012,30.1,92.7
ITL3,TLI42,Tower Hamlets,2012,63.9,122.6
ITL3,TLI43,Haringey and Islington,2012,41.2,97.1
ITL3,TLI44,Lewisham and Southwark,2012,33.6,98
ITL3,TLI45,Lambeth,2012,38.9,101.9
ITL2,TLI5,Outer London - East and North East,2012,36.3,106.5
ITL3,TLI51,Bexley and Greenwich,2012,41.2,109.8
ITL3,TLI52,Barking & Dagenham and Havering,2012,36.7,104.9
ITL3,TLI53,Redbridge and Waltham Forest,2012,32.5,109.7
ITL3,TLI54,Enfield,2012,34.5,99.8
ITL2,TLI6,Outer London - South,2012,36.2,104.5
ITL3,TLI61,Bromley,2012,38,118.3
ITL3,TLI62,Croydon,2012,38.3,87.2
ITL3,TLI63,"Merton, Kingston upon Thames and Sutton",2012,34.2,109
ITL2,TLI7,Outer London - West and North West,2012,37,94.8
ITL3,TLI71,Barnet,2012,31.7,106.1
ITL3,TLI72,Brent,2012,34.5,105.1
ITL3,TLI73,Ealing,2012,32.1,88.9
ITL3,TLI74,Harrow and Hillingdon,2012,35.1,91.1
ITL3,TLI75,Hounslow and Richmond upon Thames,2012,46.6,93.9
ITL1,TLJ,South East,2012,33.3,94
ITL2,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2012,36.5,93.6
ITL3,TLJ11,Berkshire,2012,42,85.1
ITL3,TLJ12,Milton Keynes,2012,35.1,92.9
ITL3,TLJ13,Buckinghamshire CC,2012,33.8,104
ITL3,TLJ14,Oxfordshire CC,2012,31.1,101.5
ITL2,TLJ2,"Surrey, East and West Sussex",2012,32.5,96.6
ITL3,TLJ21,Brighton and Hove,2012,29,87.9
ITL3,TLJ22,East Sussex CC,2012,22.1,94.3
ITL3,TLJ25,West Surrey,2012,36.5,89.3
ITL3,TLJ26,East Surrey,2012,45.2,128.3
ITL3,TLJ27,West Sussex (South West),2012,27.7,87.5
ITL3,TLJ28,West Sussex (North East),2012,30,99.9
ITL2,TLJ3,Hampshire and Isle of Wight,2012,33.2,88.7
ITL3,TLJ31,Portsmouth,2012,29.5,83.2
ITL3,TLJ32,Southampton,2012,36.6,94.6
ITL3,TLJ34,Isle of Wight,2012,26.1,101.5
ITL3,TLJ35,South Hampshire,2012,31.3,96.8
ITL3,TLJ36,Central Hampshire,2012,30.4,83.5
ITL3,TLJ37,North Hampshire,2012,41.4,75.6
ITL2,TLJ4,Kent,2012,28.8,97.1
ITL3,TLJ41,Medway,2012,29.4,82.4
ITL3,TLJ43,Kent Thames Gateway,2012,27.9,96.9
ITL3,TLJ44,East Kent,2012,27.5,108.8
ITL3,TLJ45,Mid Kent,2012,25.2,99.7
ITL3,TLJ46,West Kent,2012,33.8,92.8
ITL1,TLK,South West,2012,28,97.3
ITL2,TLK1,"Gloucestershire, Wiltshire and Bath/Bristol Area",2012,31.1,98.7
ITL3,TLK11,"Bristol, City of",2012,27.9,101.4
ITL3,TLK12,"Bath and North East Somerset, North Somerset and South Gloucestershire",2012,32,94.4
ITL3,TLK13,Gloucestershire CC,2012,29.6,94.4
ITL3,TLK14,Swindon,2012,40.3,88.3
ITL3,TLK15,Wiltshire,2012,30.8,111.8
ITL2,TLK2,Dorset and Somerset,2012,25.8,99.1
ITL3,TLK23,Somerset CC,2012,24.6,99.1
ITL3,TLK24,"Bournemouth, Christchurch and Poole",2012,27.8,99.6
ITL3,TLK25,Dorset,2012,25.3,99
ITL2,TLK3,Cornwall and Isles of Scilly,2012,22.5,90
ITL3,TLK30,Cornwall and Isles of Scilly,2012,22.5,90.1
ITL2,TLK4,Devon,2012,25.8,95.6
ITL3,TLK41,Plymouth,2012,27.5,102.7
ITL3,TLK42,Torbay,2012,22.3,102.9
ITL3,TLK43,Devon CC,2012,25.7,93.8
ITL1,TLL,Wales,2012,25.8,93.9
ITL2,TLL1,West Wales and The Valleys,2012,24.5,91.4
ITL3,TLL11,Isle of Anglesey,2012,22.8,91.7
ITL3,TLL12,Gwynedd,2012,21.9,92.3
ITL3,TLL13,Conwy and Denbighshire,2012,21.4,91.7
