level,itl,name,year,GVA per Hour,Change in GVA per hour
ITL3,TLK12,"Bath and North East Somerset, North Somerset and South Gloucestershire",2018,36.9,96.4
ITL3,TLK13,Gloucestershire CC,2018,33.7,96.5
ITL3,TLK14,Swindon,2018,49.6,99.6
ITL3,TLK15,Wiltshire,2018,32.3,105.4
ITL2,TLK2,Dorset and Somerset,2018,30.3,100.3
ITL3,TLK23,Somerset CC,2018,28.9,102.1
ITL3,TLK24,"Bournemouth, Christchurch and Poole",2018,32.5,102
ITL3,TLK25,Dorset,2018,29.8,95.6
ITL2,TLK3,Cornwall and Isles of Scilly,2018,27,95.7
ITL3,TLK30,Cornwall and Isles of Scilly,2018,27,95.6
ITL2,TLK4,Devon,2018,29.4,98.9
ITL3,TLK41,Plymouth,2018,31.1,105.9
ITL3,TLK42,Torbay,2018,23.8,104.1
ITL3,TLK43,Devon CC,2018,29.6,96.5
ITL1,TLL,Wales,2018,29.6,96.6
ITL2,TLL1,West Wales and The Valleys,2018,28.5,95.9
ITL3,TLL11,Isle of Anglesey,2018,27.1,94
ITL3,TLL12,Gwynedd,2018,24.7,92.7
ITL3,TLL13,Conwy and Denbighshire,2018,24.7,96.2
ITL3,TLL14,South West Wales,2018,26.5,98.2
ITL3,TLL15,Central Valleys,2018,32.1,93.8
ITL3,TLL16,Gwent Valleys,2018,29.5,99.4
ITL3,TLL17,Bridgend and Neath Port Talbot,2018,30.9,92.4
ITL3,TLL18,Swansea,2018,30.4,97
ITL2,TLL2,East Wales,2018,31,97.5
ITL3,TLL21,Monmouthshire and Newport,2018,30.1,95.8
ITL3,TLL22,Cardiff and Vale of Glamorgan,2018,33,98.9
ITL3,TLL23,Flintshire and Wrexham,2018,32.7,96.3
ITL3,TLL24,Powys,2018,20.8,99.4
ITL1,TLM,Scotland,2018,34.6,98.8
ITL2,TLM5,North Eastern Scotland,2018,34.8,98.7
ITL3,TLM50,Aberdeen City and Aberdeenshire,2018,34.8,98.9
ITL2,TLM6,Highlands and Islands,2018,33.1,97.1
ITL3,TLM61,"Caithness and Sutherland, and Ross and Cromarty",2018,32.9,95.8
ITL3,TLM62,"Inverness and Nairn, Moray, Badenoch and Strathspey",2018,34.1,94.6
ITL3,TLM63,"Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute",2018,32.9,104.7
ITL3,TLM64,Na h-Eileanan Siar,2018,27.9,95.1
ITL3,TLM65,Orkney Islands,2018,31.2,95.6
ITL3,TLM66,Shetland Islands,2018,34.6,96.3
ITL2,TLM7,Eastern Scotland,2018,37.8,99.8
ITL3,TLM71,Angus and Dundee City,2018,30.9,95.2
ITL3,TLM72,Clackmannanshire and Fife,2018,35,100.4
ITL3,TLM73,East Lothian and Midlothian,2018,32.2,90.1
ITL3,TLM75,City of Edinburgh,2018,44.2,100.6
ITL3,TLM76,Falkirk,2018,35.5,100.9
ITL3,TLM77,"Perth and Kinross, and Stirling",2018,35.3,104.8
ITL3,TLM78,West Lothian,2018,35,101.4
ITL2,TLM8,West Central Scotland,2018,32.4,96.3
ITL3,TLM81,"East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond",2018,33.4,99.4
ITL3,TLM82,Glasgow City,2018,31.4,100.6
ITL3,TLM83,"Inverclyde, East Renfrewshire, and Renfrewshire",2018,31.8,89.3
ITL3,TLM84,North Lanarkshire,2018,35.8,88.5
ITL2,TLM9,Southern Scotland,2018,31.9,103.1
ITL3,TLM91,Scottish Borders,2018,30,104.3
ITL3,TLM92,Dumfries and Galloway,2018,31.9,97.5
ITL3,TLM93,East Ayrshire and North Ayrshire mainland,2018,30.3,104.9
ITL3,TLM94,South Ayrshire,2018,31.9,103.9
ITL3,TLM95,South Lanarkshire,2018,33.6,104.4
ITL1,TLN,Northern Ireland,2018,29.4,99.9
ITL2,TLN0,Northern Ireland,2018,29.4,99.9
ITL3,TLN06,Belfast,2018,31.6,102.8
ITL3,TLN07,"Armagh City, Banbridge and Craigavon",2018,26.7,106.4
ITL3,TLN08,"Newry, Mourne and Down",2018,28.1,96
ITL3,TLN09,Ards and North Down,2018,32.4,108.6
ITL3,TLN0A,Derry City and Strabane,2018,29.3,99
ITL3,TLN0B,Mid Ulster,2018,31.3,101.9
ITL3,TLN0C,Causeway Coast and Glens,2018,31.3,108.8
ITL3,TLN0D,Antrim and Newtownabbey,2018,31.7,97.3
ITL3,TLN0E,Lisburn and Castlereagh,2018,30.2,99.2
ITL3,TLN0F,Mid and East Antrim,2018,30.3,89.8
ITL3,TLN0G,Fermanagh and Omagh,2018,30.1,98.4
UK,UKX,United Kingdom less Extra-Regio,2019,36.6,100
Other,TLB,England,2019,37.2,100
ITL1,TLC,North East,2019,31.4,100
ITL2,TLC1,Tees Valley and Durham,2019,31.1,100
ITL3,TLC11,Hartlepool and Stockton-on-Tees,2019,35.1,100
ITL3,TLC12,South Teesside,2019,28.8,100
ITL3,TLC13,Darlington,2019,30.4,100
ITL3,TLC14,Durham CC,2019,30.2,100
ITL2,TLC2,"Northumberland, and Tyne and Wear",2019,31.5,100
ITL3,TLC21,Northumberland,2019,28.6,100
ITL3,TLC22,Tyneside,2019,31.1,100
ITL3,TLC23,Sunderland,2019,35.9,100
ITL1,TLD,North West,2019,33.2,100
ITL2,TLD1,Cumbria,2019,30.1,100
ITL3,TLD11,West Cumbria,2019,30,100
ITL3,TLD12,East Cumbria,2019,30.2,100
ITL2,TLD3,Greater Manchester,2019,33.1,100
ITL3,TLD33,Manchester,2019,35.5,100
ITL3,TLD34,Greater Manchester South West,2019,37.5,100
ITL3,TLD35,Greater Manchester South East,2019,30.8,100
ITL3,TLD36,Greater Manchester North West,2019,29.7,100
ITL3,TLD37,Greater Manchester North East,2019,28.8,100
ITL2,TLD4,Lancashire,2019,31.7,100
ITL3,TLD41,Blackburn with Darwen,2019,27.8,100
ITL3,TLD42,Blackpool,2019,27.4,100
ITL3,TLD44,Lancaster and Wyre,2019,32.6,100
ITL3,TLD45,Mid Lancashire,2019,35.8,100
ITL3,TLD46,East Lancashire,2019,29.3,100
ITL3,TLD47,Chorley and West Lancashire,2019,30.9,100
ITL2,TLD6,Cheshire,2019,38.4,100
ITL3,TLD61,Warrington,2019,34.6,100
ITL3,TLD62,Cheshire East,2019,41.3,100
ITL3,TLD63,Cheshire West and Chester,2019,38.2,100
ITL2,TLD7,Merseyside,2019,31.9,100
ITL3,TLD71,East Merseyside,2019,32.6,100
ITL3,TLD72,Liverpool,2019,32.2,100
ITL3,TLD73,Sefton,2019,30.5,100
ITL3,TLD74,Wirral,2019,30.9,100
ITL1,TLE,Yorkshire and The Humber,2019,31.2,100
ITL2,TLE1,East Yorkshire and Northern Lincolnshire,2019,31.6,100
ITL3,TLE11,"Kingston upon Hull, City of",2019,28.8,100
ITL3,TLE12,East Riding of Yorkshire,2019,33.1,100
ITL3,TLE13,North and North East Lincolnshire,2019,32.7,100
ITL2,TLE2,North Yorkshire,2019,32.9,100
ITL3,TLE21,York,2019,35.6,100
ITL3,TLE22,North Yorkshire CC,2019,32,100
ITL2,TLE3,South Yorkshire,2019,29,100
ITL3,TLE31,"Barnsley, Doncaster and Rotherham",2019,27.2,100
ITL3,TLE32,Sheffield,2019,31.3,100
ITL2,TLE4,West Yorkshire,2019,31.6,100
ITL3,TLE41,Bradford,2019,28.6,100
ITL3,TLE42,Leeds,2019,34.1,100
ITL3,TLE44,Calderdale and Kirklees,2019,30.1,100
ITL3,TLE45,Wakefield,2019,30.5,100
ITL1,TLF,East Midlands,2019,31.7,100
ITL2,TLF1,Derbyshire and Nottinghamshire,2019,32,100
ITL3,TLF11,Derby,2019,33.8,100
ITL3,TLF12,East Derbyshire,2019,33.4,100
ITL3,TLF13,South and West Derbyshire,2019,32.5,100
ITL3,TLF14,Nottingham,2019,31.7,100
ITL3,TLF15,North Nottinghamshire,2019,27.8,100
ITL3,TLF16,South Nottinghamshire,2019,36,100
ITL2,TLF2,"Leicestershire, Rutland and Northamptonshire",2019,31.6,100
ITL3,TLF21,Leicester,2019,32.1,100
ITL3,TLF22,Leicestershire CC and Rutland,2019,33,100
ITL3,TLF24,West Northamptonshire,2019,32.8,100
ITL3,TLF25,North Northamptonshire,2019,26.6,100
ITL2,TLF3,Lincolnshire,2019,31,100
ITL3,TLF30,Lincolnshire CC,2019,31,100
ITL1,TLG,West Midlands,2019,32.1,100
ITL2,TLG1,"Herefordshire, Worcestershire and Warwickshire",2019,33.5,100
ITL3,TLG11,"Herefordshire, County of",2019,25.5,100
ITL3,TLG12,Worcestershire CC,2019,32,100
ITL3,TLG13,Warwickshire CC,2019,37.2,100
ITL2,TLG2,Shropshire and Staffordshire,2019,30.2,100
ITL3,TLG21,Telford and Wrekin,2019,32,100
ITL3,TLG22,Shropshire CC,2019,28.7,100
ITL3,TLG23,Stoke-on-Trent,2019,28.7,100
ITL3,TLG24,Staffordshire CC,2019,30.8,100
ITL2,TLG3,West Midlands,2019,32.4,100
ITL3,TLG31,Birmingham,2019,31.8,100
ITL3,TLG32,Solihull,2019,42.5,100
ITL3,TLG33,Coventry,2019,37,100
ITL3,TLG36,Dudley,2019,27.6,100
ITL3,TLG37,Sandwell,2019,30.4,100
ITL3,TLG38,Walsall,2019,27,100
ITL3,TLG39,Wolverhampton,2019,29.5,100
ITL1,TLH,East,2019,34.4,100
ITL2,TLH1,East Anglia,2019,33.7,100
ITL3,TLH11,Peterborough,2019,34.4,100
ITL3,TLH12,Cambridgeshire CC,2019,35.5,100
ITL3,TLH14,Suffolk CC,2019,33.9,100
ITL3,TLH15,Norwich and East Norfolk,2019,33.8,100
ITL3,TLH16,North and West Norfolk,2019,29.4,100
ITL3,TLH17,Breckland and South Norfolk,2019,30.5,100
ITL2,TLH2,Bedfordshire and Hertfordshire,2019,35.2,100
ITL3,TLH21,Luton,2019,35.2,100
ITL3,TLH23,Hertfordshire CC,2019,36.1,100
ITL3,TLH24,Bedford,2019,30.7,100
ITL3,TLH25,Central Bedfordshire,2019,32.9,100
ITL2,TLH3,Essex,2019,34.5,100
ITL3,TLH31,Southend-on-Sea,2019,25.8,100
ITL3,TLH32,Thurrock,2019,36.1,100
ITL3,TLH34,Essex Haven Gateway,2019,34.1,100
ITL3,TLH35,West Essex,2019,34.6,100
ITL3,TLH36,Heart of Essex,2019,37.6,100
ITL3,TLH37,Essex Thames Gateway,2019,35.4,100
ITL1,TLI,London,2019,48.2,100
ITL2,TLI3,Inner London - West,2019,55.6,100
ITL3,TLI31,Camden and City of London,2019,61.1,100
ITL3,TLI32,Westminster,2019,56.5,100
ITL3,TLI33,Kensington & Chelsea and Hammersmith & Fulham,2019,42.7,100
ITL3,TLI34,Wandsworth,2019,33.1,100
ITL2,TLI4,Inner London - East,2019,45.8,100
ITL3,TLI41,Hackney and Newham,2019,35.9,100
ITL3,TLI42,Tower Hamlets,2019,65.4,100
ITL3,TLI43,Haringey and Islington,2019,44,100
ITL3,TLI44,Lewisham and Southwark,2019,37.5,100
ITL3,TLI45,Lambeth,2019,45.6,100
ITL2,TLI5,Outer London - East and North East,2019,38.9,100
ITL3,TLI51,Bexley and Greenwich,2019,42.4,100
ITL3,TLI52,Barking & Dagenham and Havering,2019,36.9,100
ITL3,TLI53,Redbridge and Waltham Forest,2019,35.5,100
ITL3,TLI54,Enfield,2019,41.4,100
ITL2,TLI6,Outer London - South,2019,40.1,100
ITL3,TLI61,Bromley,2019,40.6,100
ITL3,TLI62,Croydon,2019,46.9,100
ITL3,TLI63,"Merton, Kingston upon Thames and Sutton",2019,36.5,100
ITL2,TLI7,Outer London - West and North West,2019,43.3,100
ITL3,TLI71,Barnet,2019,36.8,100
ITL3,TLI72,Brent,2019,38.5,100
ITL3,TLI73,Ealing,2019,40.2,100
ITL3,TLI74,Harrow and Hillingdon,2019,41.4,100
ITL3,TLI75,Hounslow and Richmond upon Thames,2019,53,100
ITL1,TLJ,South East,2019,40.5,100
ITL2,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2019,43.4,100
ITL3,TLJ11,Berkshire,2019,50.9,100
ITL3,TLJ12,Milton Keynes,2019,43.3,100
ITL3,TLJ13,Buckinghamshire CC,2019,37.1,100
ITL3,TLJ14,Oxfordshire CC,2019,36.9,100
ITL2,TLJ2,"Surrey, East and West Sussex",2019,39.6,100
ITL3,TLJ21,Brighton and Hove,2019,36.8,100
ITL3,TLJ22,East Sussex CC,2019,28.2,100
ITL3,TLJ25,West Surrey,2019,48.3,100
ITL3,TLJ26,East Surrey,2019,43.6,100
ITL3,TLJ27,West Sussex (South West),2019,36.1,100
ITL3,TLJ28,West Sussex (North East),2019,35.4,100
ITL2,TLJ3,Hampshire and Isle of Wight,2019,41.8,100
ITL3,TLJ31,Portsmouth,2019,37.4,100
ITL3,TLJ32,Southampton,2019,45.4,100
ITL3,TLJ34,Isle of Wight,2019,30.4,100
ITL3,TLJ35,South Hampshire,2019,38,100
ITL3,TLJ36,Central Hampshire,2019,37.2,100
ITL3,TLJ37,North Hampshire,2019,56.6,100
ITL2,TLJ4,Kent,2019,35.2,100
ITL3,TLJ41,Medway,2019,37.5,100
ITL3,TLJ43,Kent Thames Gateway,2019,34.9,100
ITL3,TLJ44,East Kent,2019,31.2,100
ITL3,TLJ45,Mid Kent,2019,31.2,100
ITL3,TLJ46,West Kent,2019,41.9,100
ITL1,TLK,South West,2019,33.4,100
ITL2,TLK1,"Gloucestershire, Wiltshire and Bath/Bristol Area",2019,36.5,100
ITL3,TLK11,"Bristol, City of",2019,32.9,100
ITL3,TLK12,"Bath and North East Somerset, North Somerset and South Gloucestershire",2019,37.9,100
ITL3,TLK13,Gloucestershire CC,2019,35.2,100
ITL3,TLK14,Swindon,2019,50.9,100
ITL3,TLK15,Wiltshire,2019,33.3,100
ITL2,TLK2,Dorset and Somerset,2019,31.5,100
ITL3,TLK23,Somerset CC,2019,30,100
ITL3,TLK24,"Bournemouth, Christchurch and Poole",2019,33.6,100
ITL3,TLK25,Dorset,2019,31.4,100
ITL2,TLK3,Cornwall and Isles of Scilly,2019,28.6,100
ITL3,TLK30,Cornwall and Isles of Scilly,2019,28.6,100
ITL2,TLK4,Devon,2019,30.3,100
ITL3,TLK41,Plymouth,2019,31.5,100
ITL3,TLK42,Torbay,2019,24.7,100
ITL3,TLK43,Devon CC,2019,30.7,100
ITL1,TLL,Wales,2019,30.7,100
ITL2,TLL1,West Wales and The Valleys,2019,29.6,100
ITL3,TLL11,Isle of Anglesey,2019,28.4,100
ITL3,TLL12,Gwynedd,2019,25.8,100
ITL3,TLL13,Conwy and Denbighshire,2019,25.8,100
ITL3,TLL14,South West Wales,2019,27.6,100
ITL3,TLL15,Central Valleys,2019,32.6,100
ITL3,TLL16,Gwent Valleys,2019,30.4,100
ITL3,TLL17,Bridgend and Neath Port Talbot,2019,32.2,100
ITL3,TLL18,Swansea,2019,31.5,100
ITL2,TLL2,East Wales,2019,32.1,100
ITL3,TLL21,Monmouthshire and Newport,2019,31.5,100
ITL3,TLL22,Cardiff and Vale of Glamorgan,2019,34.1,100
ITL3,TLL23,Flintshire and Wrexham,2019,33.8,100
ITL3,TLL24,Powys,2019,21.9,100
ITL1,TLM,Scotland,2019,35.8,100
ITL2,TLM5,North Eastern Scotland,2019,35.9,100
ITL3,TLM50,Aberdeen City and Aberdeenshire,2019,35.9,100
ITL2,TLM6,Highlands and Islands,2019,34.8,100
ITL3,TLM61,"Caithness and Sutherland, and Ross and Cromarty",2019,34.8,100
ITL3,TLM62,"Inverness and Nairn, Moray, Badenoch and Strathspey",2019,36.1,100
ITL3,TLM63,"Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute",2019,34.3,100
ITL3,TLM64,Na h-Eileanan Siar,2019,28.5,100
ITL3,TLM65,Orkney Islands,2019,34.7,100
ITL3,TLM66,Shetland Islands,2019,35,100
ITL2,TLM7,Eastern Scotland,2019,38.9,100
ITL3,TLM71,Angus and Dundee City,2019,32.5,100
ITL3,TLM72,Clackmannanshire and Fife,2019,36.5,100
ITL3,TLM73,East Lothian and Midlothian,2019,33.1,100
ITL3,TLM75,City of Edinburgh,2019,44.9,100
ITL3,TLM76,Falkirk,2019,36.3,100
ITL3,TLM77,"Perth and Kinross, and Stirling",2019,36.1,100
ITL3,TLM78,West Lothian,2019,36.3,100
ITL2,TLM8,West Central Scotland,2019,33.7,100
ITL3,TLM81,"East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond",2019,34.3,100
ITL3,TLM82,Glasgow City,2019,32.6,100
ITL3,TLM83,"Inverclyde, East Renfrewshire, and Renfrewshire",2019,33,100
ITL3,TLM84,North Lanarkshire,2019,37.5,100
ITL2,TLM9,Southern Scotland,2019,32.9,100
ITL3,TLM91,Scottish Borders,2019,31,100
ITL3,TLM92,Dumfries and Galloway,2019,33.7,100
ITL3,TLM93,East Ayrshire and North Ayrshire mainland,2019,31.7,100
ITL3,TLM94,South Ayrshire,2019,32.3,100
ITL3,TLM95,South Lanarkshire,2019,34.3,100
ITL1,TLN,Northern Ireland,2019,30.6,100
ITL2,TLN0,Northern Ireland,2019,30.6,100
ITL3,TLN06,Belfast,2019,33,100
ITL3,TLN07,"Armagh City, Banbridge and Craigavon",2019,27.4,100
ITL3,TLN08,"Newry, Mourne and Down",2019,29.3,100
ITL3,TLN09,Ards and North Down,2019,32.7,100
ITL3,TLN0A,Derry City and Strabane,2019,31.1,100
ITL3,TLN0B,Mid Ulster,2019,33,100
ITL3,TLN0C,Causeway Coast and Glens,2019,31.1,100
ITL3,TLN0D,Antrim and Newtownabbey,2019,33.8,100
ITL3,TLN0E,Lisburn and Castlereagh,2019,31.2,100
ITL3,TLN0F,Mid and East Antrim,2019,30.9,100
ITL3,TLN0G,Fermanagh and Omagh,2019,31.6,100
UK,UKX,United Kingdom less Extra-Regio,2020,38.1,101.7
Other,TLB,England,2020,38.7,101.9
ITL1,TLC,North East,2020,32.6,99.7
ITL2,TLC1,Tees Valley and Durham,2020,32.3,103.2
ITL3,TLC11,Hartlepool and Stockton-on-Tees,2020,37.2,110.8
ITL3,TLC12,South Teesside,2020,29.5,101.2
ITL3,TLC13,Darlington,2020,29.4,78.1
ITL3,TLC14,Durham CC,2020,31.8,108.1
ITL2,TLC2,"Northumberland, and Tyne and Wear",2020,32.8,97.2
ITL3,TLC21,Northumberland,2020,30.2,102.7
ITL3,TLC22,Tyneside,2020,32.5,99.3
ITL3,TLC23,Sunderland,2020,36,87.5
ITL1,TLD,North West,2020,34.8,105.2
ITL2,TLD1,Cumbria,2020,31,97.3
ITL3,TLD11,West Cumbria,2020,31.1,108.4
ITL3,TLD12,East Cumbria,2020,31,91.2
ITL2,TLD3,Greater Manchester,2020,34.8,107.8
ITL3,TLD33,Manchester,2020,37.6,101.7
ITL3,TLD34,Greater Manchester South West,2020,39,109.1
ITL3,TLD35,Greater Manchester South East,2020,32,110
ITL3,TLD36,Greater Manchester North West,2020,31.5,116.7
ITL3,TLD37,Greater Manchester North East,2020,30.2,105.4
ITL2,TLD4,Lancashire,2020,33.3,102.9
ITL3,TLD41,Blackburn with Darwen,2020,28.8,94.9
ITL3,TLD42,Blackpool,2020,28.4,90.6
ITL3,TLD44,Lancaster and Wyre,2020,34.8,113.8
ITL3,TLD45,Mid Lancashire,2020,37.4,107
ITL3,TLD46,East Lancashire,2020,30.5,100.4
ITL3,TLD47,Chorley and West Lancashire,2020,33,101
ITL2,TLD6,Cheshire,2020,40.3,105.7
ITL3,TLD61,Warrington,2020,36,103.4
ITL3,TLD62,Cheshire East,2020,43.3,108.8
ITL3,TLD63,Cheshire West and Chester,2020,40.5,103.9
ITL2,TLD7,Merseyside,2020,33.5,104.1
ITL3,TLD71,East Merseyside,2020,33.8,101.8
ITL3,TLD72,Liverpool,2020,33.9,104.5
ITL3,TLD73,Sefton,2020,32.6,110.9
ITL3,TLD74,Wirral,2020,33,103.1
ITL1,TLE,Yorkshire and The Humber,2020,32.8,101.4
ITL2,TLE1,East Yorkshire and Northern Lincolnshire,2020,33.8,99.4
ITL3,TLE11,"Kingston upon Hull, City of",2020,29.7,91
ITL3,TLE12,East Riding of Yorkshire,2020,36,107.5
ITL3,TLE13,North and North East Lincolnshire,2020,35.3,99.7
ITL2,TLE2,North Yorkshire,2020,35,105.9
ITL3,TLE21,York,2020,36.5,90.4
ITL3,TLE22,North Yorkshire CC,2020,34.5,113
ITL2,TLE3,South Yorkshire,2020,30.2,99.4
ITL3,TLE31,"Barnsley, Doncaster and Rotherham",2020,28.1,99.6
ITL3,TLE32,Sheffield,2020,32.8,99.1
ITL2,TLE4,West Yorkshire,2020,33,101.8
ITL3,TLE41,Bradford,2020,30.4,105.4
ITL3,TLE42,Leeds,2020,35.1,95.3
ITL3,TLE44,Calderdale and Kirklees,2020,31.7,114.9
ITL3,TLE45,Wakefield,2020,32.2,99.9
ITL1,TLF,East Midlands,2020,33.1,103.2
ITL2,TLF1,Derbyshire and Nottinghamshire,2020,33.5,106.8
ITL3,TLF11,Derby,2020,35.5,116.3
ITL3,TLF12,East Derbyshire,2020,35.7,107.5
ITL3,TLF13,South and West Derbyshire,2020,34.7,110.9
ITL3,TLF14,Nottingham,2020,32.1,95.2
ITL3,TLF15,North Nottinghamshire,2020,28.9,110.3
ITL3,TLF16,South Nottinghamshire,2020,37.8,104
ITL2,TLF2,"Leicestershire, Rutland and Northamptonshire",2020,32.8,100.2
ITL3,TLF21,Leicester,2020,33.8,95.9
ITL3,TLF22,Leicestershire CC and Rutland,2020,33.5,96.9
ITL3,TLF24,West Northamptonshire,2020,34.2,102.5
ITL3,TLF25,North Northamptonshire,2020,28.2,108.2
ITL2,TLF3,Lincolnshire,2020,32.7,100.7
ITL3,TLF30,Lincolnshire CC,2020,32.7,100.9
ITL1,TLG,West Midlands,2020,33.2,101.3
ITL2,TLG1,"Herefordshire, Worcestershire and Warwickshire",2020,34.6,104.5
ITL3,TLG11,"Herefordshire, County of",2020,27.3,102.5
ITL3,TLG12,Worcestershire CC,2020,33.5,108.6
ITL3,TLG13,Warwickshire CC,2020,37.6,101.6
ITL2,TLG2,Shropshire and Staffordshire,2020,31.8,101.6
ITL3,TLG21,Telford and Wrekin,2020,34.1,106.5
ITL3,TLG22,Shropshire CC,2020,30.8,106.3
ITL3,TLG23,Stoke-on-Trent,2020,30.4,97.5
ITL3,TLG24,Staffordshire CC,2020,32.2,100.5
ITL2,TLG3,West Midlands,2020,33.3,99.5
ITL3,TLG31,Birmingham,2020,32.6,91.9
ITL3,TLG32,Solihull,2020,41.4,101.9
ITL3,TLG33,Coventry,2020,37.5,93.4
ITL3,TLG36,Dudley,2020,29.5,119
ITL3,TLG37,Sandwell,2020,31.4,109.4
ITL3,TLG38,Walsall,2020,28.8,113
ITL3,TLG39,Wolverhampton,2020,31.3,102
ITL1,TLH,East,2020,35.8,100.4
ITL2,TLH1,East Anglia,2020,35.3,102.3
ITL3,TLH11,Peterborough,2020,35.2,103.8
ITL3,TLH12,Cambridgeshire CC,2020,37.7,105.7
ITL3,TLH14,Suffolk CC,2020,35,97
ITL3,TLH15,Norwich and East Norfolk,2020,35.7,107
ITL3,TLH16,North and West Norfolk,2020,30.5,103.1
ITL3,TLH17,Breckland and South Norfolk,2020,32.8,99.3
ITL2,TLH2,Bedfordshire and Hertfordshire,2020,36.7,101.4
ITL3,TLH21,Luton,2020,35.3,76.8
ITL3,TLH23,Hertfordshire CC,2020,38.1,106.7
ITL3,TLH24,Bedford,2020,31,85.3
ITL3,TLH25,Central Bedfordshire,2020,34,105.1
ITL2,TLH3,Essex,2020,35.5,96.5
ITL3,TLH31,Southend-on-Sea,2020,26.4,89.4
ITL3,TLH32,Thurrock,2020,36.5,88.9
ITL3,TLH34,Essex Haven Gateway,2020,35.7,106.1
ITL3,TLH35,West Essex,2020,35,96.1
ITL3,TLH36,Heart of Essex,2020,38.2,91.2
ITL3,TLH37,Essex Thames Gateway,2020,37.1,97.2
ITL1,TLI,London,2020,49.3,98.2
ITL2,TLI3,Inner London - West,2020,57.8,102.2
ITL3,TLI31,Camden and City of London,2020,64,105.1
ITL3,TLI32,Westminster,2020,58.5,101.4
ITL3,TLI33,Kensington & Chelsea and Hammersmith & Fulham,2020,43.5,94.1
ITL3,TLI34,Wandsworth,2020,33,89.7
ITL2,TLI4,Inner London - East,2020,46.7,97.7
ITL3,TLI41,Hackney and Newham,2020,36.4,94
ITL3,TLI42,Tower Hamlets,2020,66.4,100
ITL3,TLI43,Haringey and Islington,2020,45,95.9
ITL3,TLI44,Lewisham and Southwark,2020,38.7,101.6
ITL3,TLI45,Lambeth,2020,46.8,90.4
ITL2,TLI5,Outer London - East and North East,2020,38.8,90.6
ITL3,TLI51,Bexley and Greenwich,2020,42,90.9
ITL3,TLI52,Barking & Dagenham and Havering,2020,36.3,77.8
ITL3,TLI53,Redbridge and Waltham Forest,2020,35.8,98.3
ITL3,TLI54,Enfield,2020,42,98.2
ITL2,TLI6,Outer London - South,2020,40.9,97.5
ITL3,TLI61,Bromley,2020,39.8,90.7
ITL3,TLI62,Croydon,2020,49.2,95.6
ITL3,TLI63,"Merton, Kingston upon Thames and Sutton",2020,37.2,101.1
ITL2,TLI7,Outer London - West and North West,2020,43,91.3
ITL3,TLI71,Barnet,2020,38.1,105
ITL3,TLI72,Brent,2020,40.4,103.2
ITL3,TLI73,Ealing,2020,40.2,96.7
ITL3,TLI74,Harrow and Hillingdon,2020,39.7,83.5
ITL3,TLI75,Hounslow and Richmond upon Thames,2020,52.1,87.5
ITL1,TLJ,South East,2020,42.5,107.4
ITL2,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2020,45.9,108.7
ITL3,TLJ11,Berkshire,2020,54.2,113.1
ITL3,TLJ12,Milton Keynes,2020,45,97.9
ITL3,TLJ13,Buckinghamshire CC,2020,38.9,105.1
ITL3,TLJ14,Oxfordshire CC,2020,39.3,110.3
ITL2,TLJ2,"Surrey, East and West Sussex",2020,41.7,108.6
ITL3,TLJ21,Brighton and Hove,2020,39.6,110
ITL3,TLJ22,East Sussex CC,2020,30.3,117.2
ITL3,TLJ25,West Surrey,2020,51.1,111.5
ITL3,TLJ26,East Surrey,2020,44.6,102.8
ITL3,TLJ27,West Sussex (South West),2020,37.8,106.8
ITL3,TLJ28,West Sussex (North East),2020,36.7,100.2
ITL2,TLJ3,Hampshire and Isle of Wight,2020,43.7,102.6
ITL3,TLJ31,Portsmouth,2020,39.4,102.5
ITL3,TLJ32,Southampton,2020,46.6,93.8
ITL3,TLJ34,Isle of Wight,2020,32.2,103.4
ITL3,TLJ35,South Hampshire,2020,39.2,101.8
ITL3,TLJ36,Central Hampshire,2020,38.9,105.3
ITL3,TLJ37,North Hampshire,2020,59.9,105.9
ITL2,TLJ4,Kent,2020,36.3,107.8
ITL3,TLJ41,Medway,2020,38.1,98.5
ITL3,TLJ43,Kent Thames Gateway,2020,36.5,110.1
ITL3,TLJ44,East Kent,2020,32.3,108.3
ITL3,TLJ45,Mid Kent,2020,32.6,107.4
ITL3,TLJ46,West Kent,2020,42.9,111.4
ITL1,TLK,South West,2020,34.9,100.9
ITL2,TLK1,"Gloucestershire, Wiltshire and Bath/Bristol Area",2020,37.9,99
ITL3,TLK11,"Bristol, City of",2020,34.1,97.6
ITL3,TLK12,"Bath and North East Somerset, North Somerset and South Gloucestershire",2020,39.2,96.9
ITL3,TLK13,Gloucestershire CC,2020,36.8,101.7
ITL3,TLK14,Swindon,2020,52.5,96.3
ITL3,TLK15,Wiltshire,2020,35.1,102.4
ITL2,TLK2,Dorset and Somerset,2020,33.2,110.1
ITL3,TLK23,Somerset CC,2020,31.5,110.3
ITL3,TLK24,"Bournemouth, Christchurch and Poole",2020,35.4,107.3
ITL3,TLK25,Dorset,2020,33.3,114.5
